================================================================================
Search Response Debug v3.2.0
Session start: 2026-01-13 17:58:47
================================================================================

[2026-01-13 17:58:47] [INFO] [Thread-512752423064] ================================================================================
[2026-01-13 17:58:47] [INFO] [Thread-512752423064] 🚀 Search Response Debug v3.2.0 initializing...
[2026-01-13 17:58:47] [INFO] [Thread-512752423064] ================================================================================
[2026-01-13 17:58:47] [INFO] [Thread-493599114176] ================================================================================
[2026-01-13 17:58:47] [INFO] [Thread-493599114176] 🚀 Search Response Debug v3.2.0 loading...
[2026-01-13 17:58:47] [INFO] [Thread-493599114176] 🔧 Installing comprehensive search hooks...
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadStickersResponse$75
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedDiceStickers$87
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedDiceStickers$88
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedDiceStickers$89
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedDiceStickers$90
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedFeaturedStickers$60
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedFeaturedStickers$61
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedFeaturedStickers$62
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedFeaturedStickers$63
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedFeaturedStickers$64
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedMedia$134
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedMedia$135
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedMedia$136
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedMedia$137
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedMediaCount$138
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedMenuBots$5
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedPremiumPromo$9
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedReactions$15
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedRecentDocuments$53
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedRecentDocuments$54
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedStickers$104
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedStickers$105
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedStickers$106
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedStickers$107
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$processLoadedStickers$108
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$searchMessagesInChat$121
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$searchMessagesInChat$122
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$searchMessagesInChat$123
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$searchMessagesInChat$124
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$searchMessagesInChat$125
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$searchMessagesInChat$126
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$searchStickers$250
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$searchStickers$251
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: lambda$searchStickers$252
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadAvatarConstructor
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadBotInfoInternal
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadDraftVoiceMessages
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadGroupStickerSet
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadMediaDatabase
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadPinnedMessageInternal
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadReactionsFromPref
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadRepliesOfDraftReplies
[2026-01-13 17:58:56] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: checkSavedMessagesTagHint
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadStickerSetThumbInternal
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: preloadNextGreetingsSticker
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadStickersResponse
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadStickersResponse
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadedDiceStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadedFeaturedStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadedMedia
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadedMediaCount
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadedStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadedStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: updateSearchResults
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: areStickersLoaded
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: cancelSearchStickers
[2026-01-13 17:58:56] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: showMessagesSearchListView
[2026-01-13 17:58:56] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: createSearchContainer
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getAllStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getAllStickersFeatured
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getAnimatedEmojiByKeywords
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getArchivedStickersCount
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getAttachMenuBots
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getBotInfoCached
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getDefaultChannelEmojiStatuses
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getDefaultEmojiStatuses
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getDoubleTapReaction
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getDraft
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getDraftFolderId
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getDraftMessage
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getDraftVoice
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getDrafts
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getEmojiAnimatedSticker
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getEmojiForSticker
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getEmojiNames
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getEmojiSuggestions
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getEmojiSuggestions
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getEmojiSuggestions
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getEmojiSuggestions
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getEnabledReactionsList
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getEntities
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getFeaturedEmojiSets
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getFeaturedStickerSets
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getFeaturedStickersHashWithoutUnread
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getFoundMessageObjects
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getGreetingsSticker
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getGroupStickerSetById
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getLastSearchQuery
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getMask
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getMediaCount
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getMediaCounts
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getOneThreadDraft
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getPremiumHintAnnualDiscount
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getPremiumPromo
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getReactionsList
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getReactionsMap
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getRecentEmojiStatuses
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getRecentGifs
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getRecentReactions
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getRecentStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getRecentStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getRecentStickersNoCopy
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getSavedReactions
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getSearchCount
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getSearchPosition
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getStickerByIds
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getStickerSet
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getStickerSet
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getStickerSet
[2026-01-13 17:58:56] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: showMessagesSearchListView
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getStickerSet
[2026-01-13 17:58:56] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: createSearchContainer
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getStickerSetByEmojiOrName
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getStickerSetById
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getStickerSetByName
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getStickerSetName
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getStickerSets
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getTopReactions
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getUnreadEmojiSets
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: getUnreadStickerSets
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: isLoadingStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: isSearchLoading
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: jumpToSearchedMessage
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadArchivedStickersCount
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadAttachMenuBots
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadAttachMenuBots
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadBotInfo
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadBotInfo
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadBotKeyboard
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadDraftsIfNeed
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadEmojiThemes
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadFeaturedStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadHints
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadMedia
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadMoreSearchMessages
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadMusic
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadPinnedMessages
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadPinnedMessages
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadPremiumPromo
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadReactions
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadRecentAndTopReactions
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadRecents
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadReplyIcons
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadReplyMessagesForMessages
[2026-01-13 17:58:56] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: checkSavedMessagesTagHint
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadRestrictedStatusEmojis
[2026-01-13 17:58:56] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: checkBotMessageHint
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadSavedReactions
[2026-01-13 17:58:56] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: showBotMessageHint
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: loadStickersByEmojiOrName
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: onRingtoneUploaded
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: portSavedSearchResults
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: preloadDefaultReactions
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: preloadImage
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: preloadImage
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: preloadPremiumPreviewStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: preloadStickerSetThumb
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: preloadStickerSetThumb
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadedMenuBots
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadedPremiumPromo
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadedReactions
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: processLoadedRecentDocuments
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: searchEndReached
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: searchMessagesInChat
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: searchMessagesInChat
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: searchStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: searchStickers
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: setSearchedPosition
[2026-01-13 17:58:56] [DETAILED] [Thread-493599114176] ✅ Hooked MediaDataController: uploadRingtone
[2026-01-13 17:58:56] [INFO] [Thread-493599114176] 📝 Hooked 274 methods in MediaDataController
[2026-01-13 17:58:56] [INFO] [Thread-493599114176] 📊 Total hooks installed: 2643
[2026-01-13 17:58:56] [INFO] [Thread-493599114176] ✅ Plugin loaded with 2643 hooks
[2026-01-13 17:58:56] [INFO] [Thread-493599114176] 📋 INSTRUCTIONS:
[2026-01-13 17:58:56] [INFO] [Thread-493599114176]   1. Open any chat
[2026-01-13 17:58:56] [INFO] [Thread-493599114176]   2. Use search (type any query)
[2026-01-13 17:58:56] [INFO] [Thread-493599114176]   3. Wait for results
[2026-01-13 17:58:56] [INFO] [Thread-493599114176]   4. Check logs in /sdcard/Download/SearchResponseDebug/
[2026-01-13 17:58:56] [INFO] [Thread-493599114176]   5. Look for 'FOUND SEARCH RESULTS' or 'FOUND SERVER RESPONSE'
[2026-01-13 17:58:56] [INFO] [Thread-493599114176] ================================================================================
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: showMessagesSearchListView
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: createSearchContainer
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: checkSavedMessagesTagHint
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$mupdateSearchButtons
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateSearchButtons
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateSearchCountText
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fputsearchingQuery
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 SEARCH SESSION STARTED: type=chat, query='micro'
[2026-01-13 17:58:57] [INFO] [Thread-512752423064]   Found query: 'micro'
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchingQuery
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchingQuery
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchingQuery
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fputsearchingHashtag
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$mupdateSearchListEmptyView
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateSearchListEmptyView
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchingQuery
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetthreadMessageId
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchingUserMessages
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchingChatMessages
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: onSearchLoadingUpdate
[2026-01-13 17:58:57] [DETAILED] [Thread-512752423064] 🔍 MessagesController method: searchEndReached
[2026-01-13 17:58:57] [DETAILED] [Thread-512752423064] 🔍 MessagesController method: searchMessagesInChat
[2026-01-13 17:58:57] [DETAILED] [Thread-512752423064] 🔍 MessagesController method: searchMessagesInChat
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessages
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessages
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessages
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceWallpaperAndMessagesRenderNode
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceWallpaperAndMessagesRenderNode
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceMessagesDrawable
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetnavbarContentSourceWallpaperAndMessagesRenderNode
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetinvalidateMessagesVisiblePart
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: updateTextureViewPosition
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetfragmentContextView
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetfragmentContextView
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fputshowSearchAsIcon
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetshowSearchAsIcon
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetshowSearchAsIcon
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgettextSelectionHelper
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetsearchViewPager
[2026-01-13 17:58:57] [INFO] [Thread-512752423064] 🔍 CHAT ACTIVITY SEARCH METHOD: -$$Nest$fgetmessagesSearchListContainer
